pr_number,state,additions,deletions,changed_files,analysis_time_hours,description_length,participants_count,comments_count,repo
7540,merged,0,0,0,185.13333333333333,1348,4,8,apache/incubator-seata
7538,merged,0,0,0,203.075,1301,3,4,apache/incubator-seata
7536,merged,0,0,0,23.912222222222223,1390,2,3,apache/incubator-seata
7535,merged,0,0,0,5.828055555555555,1317,1,1,apache/incubator-seata
7534,merged,0,0,0,8.138055555555555,1656,2,3,apache/incubator-seata
7533,merged,0,0,0,1459.0233333333333,3750,2,2,apache/incubator-seata
7531,merged,0,0,0,47.090833333333336,1331,2,2,apache/incubator-seata
7526,merged,0,0,0,3.0722222222222224,1327,2,2,apache/incubator-seata
7518,merged,0,0,0,19.658055555555556,2015,2,2,apache/incubator-seata
7514,merged,0,0,0,14.446111111111112,2028,2,4,apache/incubator-seata
7512,merged,0,0,0,70.45694444444445,1304,4,4,apache/incubator-seata
7509,merged,0,0,0,839.9408333333333,1353,4,17,apache/incubator-seata
7505,merged,0,0,0,411.7477777777778,1705,5,17,apache/incubator-seata
7504,merged,0,0,0,67.69777777777777,1931,3,4,apache/incubator-seata
7502,merged,0,0,0,70.33277777777778,1475,4,4,apache/incubator-seata
7501,merged,0,0,0,21.35638888888889,1327,2,3,apache/incubator-seata
7498,merged,0,0,0,22.463333333333335,1355,3,3,apache/incubator-seata
7496,merged,0,0,0,138.04694444444445,2502,3,4,apache/incubator-seata
7492,merged,0,0,0,670.93,984,4,26,apache/incubator-seata
7488,merged,0,0,0,22.93888888888889,1301,4,9,apache/incubator-seata
7485,merged,0,0,0,546.7080555555556,3578,4,14,apache/incubator-seata
7484,merged,0,0,0,927.8683333333333,1699,3,4,apache/incubator-seata
7483,merged,0,0,0,15.181111111111111,1289,2,2,apache/incubator-seata
161,merged,0,0,0,4276.215277777777,0,3,3,hollischuang/toBeTopJavaer
157,merged,0,0,0,338.91583333333335,0,1,1,hollischuang/toBeTopJavaer
148,merged,0,0,0,384.2025,0,1,1,hollischuang/toBeTopJavaer
129,merged,0,0,0,94.12777777777778,0,1,1,hollischuang/toBeTopJavaer
128,merged,0,0,0,22.76527777777778,0,1,1,hollischuang/toBeTopJavaer
118,merged,0,0,0,115.26805555555555,0,1,1,hollischuang/toBeTopJavaer
115,merged,0,0,0,73.42777777777778,12,1,1,hollischuang/toBeTopJavaer
1622,merged,0,0,0,38.44,369,2,3,JakeWharton/butterknife
1620,merged,0,0,0,298.25166666666667,98,2,6,JakeWharton/butterknife
1574,merged,0,0,0,3.3455555555555554,368,2,3,JakeWharton/butterknife
1486,merged,0,0,0,832.3913888888889,52,2,2,JakeWharton/butterknife
1466,closed,0,0,0,4963.998055555556,988,5,21,JakeWharton/butterknife
1452,closed,0,0,0,2.022777777777778,360,2,4,JakeWharton/butterknife
1448,merged,0,0,0,46.492777777777775,176,2,3,JakeWharton/butterknife
1389,closed,0,0,0,747.6252777777778,98,2,2,JakeWharton/butterknife
1374,closed,0,0,0,2113.155277777778,0,1,1,JakeWharton/butterknife
27076,merged,0,0,0,4.894166666666667,1576,3,4,apache/flink
27075,merged,0,0,0,25.30527777777778,1908,2,2,apache/flink
27074,merged,0,0,0,25.343611111111112,1908,3,3,apache/flink
27073,merged,0,0,0,25.43166666666667,1858,3,4,apache/flink
27069,merged,0,0,0,48.35138888888889,338,4,14,apache/flink
27067,merged,0,0,0,4.879444444444444,1158,3,10,apache/flink
27066,merged,0,0,0,29.359166666666667,1803,3,4,apache/flink
27064,merged,0,0,0,6.4622222222222225,3492,2,2,apache/flink
27063,merged,0,0,0,6.478888888888889,3492,2,2,apache/flink
27059,merged,0,0,0,19.458055555555557,1132,4,6,apache/flink
27053,merged,0,0,0,34.336666666666666,3744,2,3,apache/flink
27052,merged,0,0,0,34.46666666666667,3744,2,3,apache/flink
27051,merged,0,0,0,34.434444444444445,3744,2,3,apache/flink
27049,merged,0,0,0,64.67833333333333,3674,2,2,apache/flink
27047,merged,0,0,0,141.59805555555556,1178,4,6,apache/flink
27040,merged,0,0,0,91.60416666666667,3417,4,6,apache/flink
27035,merged,0,0,0,195.42277777777778,1195,5,16,apache/flink
27033,merged,0,0,0,9.690833333333334,3832,3,4,apache/flink
27030,merged,0,0,0,5.9127777777777775,3457,2,3,apache/flink
27025,merged,0,0,0,227.56527777777777,1953,5,7,apache/flink
27024,merged,0,0,0,18.502222222222223,3579,2,2,apache/flink
27023,merged,0,0,0,9.560277777777777,3530,3,3,apache/flink
27022,merged,0,0,0,89.18,1204,4,9,apache/flink
27021,merged,0,0,0,35.283611111111114,3550,3,6,apache/flink
27019,merged,0,0,0,28.399166666666666,1238,3,8,apache/flink
27016,merged,0,0,0,71.7275,698,2,2,apache/flink
27015,merged,0,0,0,71.81333333333333,698,2,2,apache/flink
27014,merged,0,0,0,5.998611111111111,698,2,2,apache/flink
27013,merged,0,0,0,4.885555555555555,698,4,4,apache/flink
27011,merged,0,0,0,20.668333333333333,912,3,3,apache/flink
27010,merged,0,0,0,287.3713888888889,1097,3,5,apache/flink
27009,merged,0,0,0,147.47611111111112,867,3,4,apache/flink
27008,merged,0,0,0,24.986944444444443,1947,3,3,apache/flink
27007,merged,0,0,0,16.83277777777778,1116,3,3,apache/flink
27006,merged,0,0,0,21.85361111111111,1190,4,5,apache/flink
27005,merged,0,0,0,26.202222222222222,3482,4,7,apache/flink
27004,merged,0,0,0,4.315277777777778,675,4,4,apache/flink
27003,merged,0,0,0,27.299166666666668,1139,4,6,apache/flink
26994,merged,0,0,0,7.791666666666667,1134,3,5,apache/flink
26993,merged,0,0,0,1.0480555555555555,1149,2,2,apache/flink
26992,merged,0,0,0,5.3525,1083,2,4,apache/flink
26991,merged,0,0,0,3.5294444444444446,1175,3,3,apache/flink
26990,closed,0,0,0,10.800833333333333,986,3,16,apache/flink
1341,closed,0,0,0,2619.886111111111,150,1,1,scwang90/SmartRefreshLayout
424,merged,0,0,0,4.0575,63,1,1,scwang90/SmartRefreshLayout
22032,merged,0,0,0,9.802222222222222,3123,1,1,OpenAPITools/openapi-generator
22028,merged,0,0,0,190.84944444444446,2581,2,3,OpenAPITools/openapi-generator
22021,merged,0,0,0,62.32277777777778,2361,3,18,OpenAPITools/openapi-generator
22002,merged,0,0,0,116.93222222222222,3350,1,2,OpenAPITools/openapi-generator
21951,merged,0,0,0,44.06138888888889,2549,2,4,OpenAPITools/openapi-generator
21950,merged,0,0,0,105.02583333333334,4029,2,14,OpenAPITools/openapi-generator
21947,merged,0,0,0,33.17444444444445,2595,2,8,OpenAPITools/openapi-generator
21943,merged,0,0,0,21.981666666666666,3249,2,2,OpenAPITools/openapi-generator
21935,merged,0,0,0,21.16861111111111,3225,3,5,OpenAPITools/openapi-generator
11213,merged,0,0,0,470.48083333333335,0,3,26,Anuken/Mindustry
11205,merged,0,0,0,52.058055555555555,668,3,4,Anuken/Mindustry
11200,merged,0,0,0,127.32583333333334,399,4,6,Anuken/Mindustry
11184,merged,0,0,0,176.16555555555556,3954,4,5,Anuken/Mindustry
11137,merged,0,0,0,7.8075,499,2,2,Anuken/Mindustry
11136,closed,0,0,0,7.8475,399,1,1,Anuken/Mindustry
11124,merged,0,0,0,43.43083333333333,399,1,3,Anuken/Mindustry
11111,merged,0,0,0,376.2686111111111,598,3,10,Anuken/Mindustry
11096,closed,0,0,0,488.7161111111111,399,1,1,Anuken/Mindustry
11079,merged,0,0,0,48.30583333333333,427,2,3,Anuken/Mindustry
11066,merged,0,0,0,8.890277777777778,607,2,3,Anuken/Mindustry
11064,closed,0,0,0,222.3413888888889,399,2,4,Anuken/Mindustry
11032,merged,0,0,0,138.1675,43,5,36,Anuken/Mindustry
11017,merged,0,0,0,23.213055555555556,1272,2,3,Anuken/Mindustry
11002,merged,0,0,0,1075.28,417,1,1,Anuken/Mindustry
11000,merged,0,0,0,41.10944444444444,701,2,4,Anuken/Mindustry
623,merged,0,0,0,19.546944444444446,11,1,2,proxyee-down-org/proxyee-down
27168,merged,0,0,0,11.004166666666666,64,1,1,bazelbuild/bazel
27167,merged,0,0,0,2.3422222222222224,0,1,1,bazelbuild/bazel
27163,closed,0,0,0,22.13361111111111,288,2,2,bazelbuild/bazel
27160,merged,0,0,0,2.2444444444444445,361,2,3,bazelbuild/bazel
27154,closed,0,0,0,20.761666666666667,97,2,2,bazelbuild/bazel
27149,merged,0,0,0,93.24138888888889,216,2,3,bazelbuild/bazel
27144,closed,0,0,0,74.41416666666667,179,3,6,bazelbuild/bazel
27139,closed,0,0,0,82.605,0,2,2,bazelbuild/bazel
27135,merged,0,0,0,87.05916666666667,227,1,1,bazelbuild/bazel
27129,closed,0,0,0,150.39333333333335,342,3,3,bazelbuild/bazel
27126,closed,0,0,0,148.50555555555556,170,3,6,bazelbuild/bazel
27117,merged,0,0,0,1.8033333333333332,422,1,1,bazelbuild/bazel
27114,merged,0,0,0,1.926111111111111,1863,1,1,bazelbuild/bazel
27113,merged,0,0,0,44.910833333333336,56,1,1,bazelbuild/bazel
27112,merged,0,0,0,2.4741666666666666,231,1,1,bazelbuild/bazel
27104,closed,0,0,0,104.68305555555555,1408,3,8,bazelbuild/bazel
27093,closed,0,0,0,115.97583333333333,169,3,6,bazelbuild/bazel
27090,closed,0,0,0,10.078888888888889,0,1,1,bazelbuild/bazel
27089,merged,0,0,0,12.8625,841,1,1,bazelbuild/bazel
27088,merged,0,0,0,90.33888888888889,841,1,1,bazelbuild/bazel
27087,merged,0,0,0,13.219722222222222,841,1,1,bazelbuild/bazel
27086,merged,0,0,0,12.777222222222223,0,1,1,bazelbuild/bazel
27075,merged,0,0,0,40.782222222222224,158,1,1,bazelbuild/bazel
27074,closed,0,0,0,193.3188888888889,60,1,1,bazelbuild/bazel
27073,closed,0,0,0,21.15861111111111,85,2,2,bazelbuild/bazel
27071,closed,0,0,0,192.61027777777778,94,2,4,bazelbuild/bazel
27065,closed,0,0,0,138.61694444444444,127,4,11,bazelbuild/bazel
27059,merged,0,0,0,1.3936111111111111,448,1,1,bazelbuild/bazel
27056,closed,0,0,0,68.89194444444445,849,3,7,bazelbuild/bazel
27054,closed,0,0,0,42.40777777777778,0,2,3,bazelbuild/bazel
27048,closed,0,0,0,67.11277777777778,97,1,1,bazelbuild/bazel
27044,closed,0,0,0,92.38027777777778,536,3,6,bazelbuild/bazel
27041,closed,0,0,0,117.81611111111111,292,1,1,bazelbuild/bazel
27036,merged,0,0,0,66.01277777777777,70,1,1,bazelbuild/bazel
27035,closed,0,0,0,73.15,0,2,2,bazelbuild/bazel
27034,merged,0,0,0,96.47805555555556,804,2,2,bazelbuild/bazel
27024,closed,0,0,0,148.8386111111111,131,2,2,bazelbuild/bazel
27021,closed,0,0,0,113.51583333333333,257,2,3,bazelbuild/bazel
27019,closed,0,0,0,32.001666666666665,225,1,1,bazelbuild/bazel
27015,closed,0,0,0,212.33277777777778,309,3,14,bazelbuild/bazel
27014,closed,0,0,0,190.58027777777778,656,8,16,bazelbuild/bazel
27008,closed,0,0,0,287.75055555555554,1049,3,3,bazelbuild/bazel
27007,merged,0,0,0,10.519166666666667,389,1,1,bazelbuild/bazel
27004,merged,0,0,0,21.161944444444444,378,1,1,bazelbuild/bazel
27001,merged,0,0,0,19.958055555555557,245,1,1,bazelbuild/bazel
27000,merged,0,0,0,19.510833333333334,252,1,1,bazelbuild/bazel
26993,closed,0,0,0,314.73583333333335,218,3,3,bazelbuild/bazel
